-5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-4.950000	0.000000	0.003118	0.000004	0.000103	0.000443	0.000962	0.001518	0.002019	0.002428	0.002740	0.002965
-4.900000	0.000000	0.006237	0.000007	0.000207	0.000890	0.001929	0.003041	0.004042	0.004859	0.005482	0.005931
-4.850000	0.000000	0.009358	0.000012	0.000315	0.001344	0.002905	0.004573	0.006073	0.007295	0.008228	0.008901
-4.800000	0.000000	0.012481	0.000016	0.000429	0.001810	0.003894	0.006118	0.008115	0.009741	0.010981	0.011875
-4.750000	0.000000	0.015609	0.000022	0.000550	0.002291	0.004903	0.007681	0.010172	0.012199	0.013743	0.014855
-4.700000	0.000000	0.018742	0.000028	0.000679	0.002791	0.005935	0.009267	0.012249	0.014671	0.016516	0.017843
-4.650000	0.000000	0.021881	0.000035	0.000821	0.003314	0.006995	0.010879	0.014347	0.017162	0.019301	0.020840
-4.600000	0.000000	0.025027	0.000044	0.000975	0.003865	0.008087	0.012523	0.016473	0.019673	0.022103	0.023848
-4.550000	0.000000	0.028180	0.000055	0.001145	0.004446	0.009217	0.014202	0.018628	0.022207	0.024921	0.026868
-4.500000	0.000000	0.031343	0.000068	0.001334	0.005064	0.010390	0.015921	0.020816	0.024767	0.027758	0.029901
-4.450000	0.000000	0.034514	0.000083	0.001543	0.005721	0.011609	0.017684	0.023042	0.027356	0.030617	0.032949
-4.400000	0.000000	0.037696	0.000102	0.001775	0.006422	0.012879	0.019495	0.025308	0.029977	0.033499	0.036013
-4.350000	0.000000	0.040889	0.000125	0.002034	0.007173	0.014206	0.021359	0.027618	0.032632	0.036406	0.039094
-4.300000	0.000000	0.044094	0.000152	0.002323	0.007976	0.015594	0.023280	0.029975	0.035323	0.039339	0.042194
-4.250000	0.000000	0.047311	0.000185	0.002645	0.008838	0.017048	0.025262	0.032383	0.038053	0.042301	0.045313
-4.200000	0.000000	0.050542	0.000224	0.003004	0.009764	0.018573	0.027309	0.034844	0.040824	0.045293	0.048453
-4.150000	0.000000	0.053786	0.000270	0.003404	0.010758	0.020173	0.029424	0.037361	0.043638	0.048316	0.051614
-4.100000	0.000000	0.057044	0.000326	0.003850	0.011825	0.021853	0.031612	0.039938	0.046498	0.051372	0.054797
-4.050000	0.000000	0.060316	0.000392	0.004345	0.012972	0.023618	0.033876	0.042577	0.049405	0.054462	0.058004
-4.000000	0.000000	0.063603	0.000471	0.004895	0.014203	0.025473	0.036220	0.045280	0.052362	0.057588	0.061235
-3.950000	0.000000	0.066906	0.000564	0.005506	0.015524	0.027421	0.038647	0.048051	0.055369	0.060751	0.064491
-3.900000	0.000000	0.070224	0.000674	0.006182	0.016941	0.029469	0.041161	0.050892	0.058429	0.063950	0.067772
-3.850000	0.000000	0.073558	0.000803	0.006930	0.018460	0.031620	0.043766	0.053804	0.061543	0.067189	0.071078
-3.800000	0.000001	0.076907	0.000955	0.007757	0.020087	0.033879	0.046463	0.056790	0.064712	0.070466	0.074411
-3.750000	0.000001	0.080272	0.001134	0.008669	0.021827	0.036250	0.049256	0.059853	0.067938	0.073784	0.077770
-3.700000	0.000001	0.083652	0.001343	0.009674	0.023688	0.038738	0.052149	0.062993	0.071222	0.077142	0.081155
-3.650000	0.000002	0.087048	0.001586	0.010779	0.025675	0.041346	0.055143	0.066212	0.074564	0.080540	0.084567
-3.600000	0.000002	0.090460	0.001870	0.011992	0.027796	0.044080	0.058241	0.069511	0.077965	0.083980	0.088006
-3.550000	0.000003	0.093886	0.002199	0.013321	0.030055	0.046942	0.061445	0.072893	0.081425	0.087461	0.091471
-3.500000	0.000005	0.097326	0.002581	0.014777	0.032460	0.049937	0.064758	0.076357	0.084946	0.090984	0.094963
-3.450000	0.000007	0.100781	0.003022	0.016366	0.035016	0.053069	0.068180	0.079905	0.088527	0.094547	0.098480
-3.400000	0.000010	0.104249	0.003530	0.018100	0.037731	0.056340	0.071715	0.083537	0.092168	0.098151	0.102023
-3.350000	0.000013	0.107731	0.004114	0.019989	0.040611	0.059754	0.075362	0.087254	0.095870	0.101796	0.105590
-3.300000	0.000019	0.111224	0.004785	0.022042	0.043661	0.063313	0.079124	0.091055	0.099631	0.105480	0.109182
-3.250000	0.000026	0.114728	0.005552	0.024270	0.046888	0.067022	0.083001	0.094941	0.103451	0.109203	0.112797
-3.200000	0.000036	0.118243	0.006427	0.026684	0.050298	0.070881	0.086993	0.098911	0.107330	0.112965	0.116434
-3.150000	0.000049	0.121767	0.007424	0.029295	0.053896	0.074894	0.091102	0.102965	0.111267	0.116764	0.120093
-3.100000	0.000067	0.125299	0.008555	0.032114	0.057688	0.079061	0.095326	0.107101	0.115260	0.120598	0.123772
-3.050000	0.000091	0.128839	0.009837	0.035153	0.061679	0.083385	0.099666	0.111320	0.119308	0.124468	0.127470
-3.000000	0.000124	0.132384	0.011286	0.038423	0.065874	0.087867	0.104121	0.115619	0.123410	0.128370	0.131185
-2.950000	0.000166	0.135934	0.012919	0.041935	0.070278	0.092507	0.108690	0.119997	0.127565	0.132304	0.134917
-2.900000	0.000223	0.139486	0.014754	0.045702	0.074894	0.097305	0.113372	0.124453	0.131769	0.136268	0.138663
-2.850000	0.000297	0.143041	0.016812	0.049733	0.079726	0.102262	0.118166	0.128983	0.136021	0.140260	0.142421
-2.800000	0.000394	0.146595	0.019113	0.054041	0.084777	0.107377	0.123068	0.133587	0.140320	0.144277	0.146191
-2.750000	0.000520	0.150147	0.021681	0.058636	0.090050	0.112650	0.128078	0.138260	0.144661	0.148319	0.149970
-2.700000	0.000683	0.153696	0.024538	0.063528	0.095547	0.118077	0.133192	0.143001	0.149044	0.152381	0.153756
-2.650000	0.000893	0.157240	0.027708	0.068728	0.101269	0.123659	0.138407	0.147807	0.153464	0.156462	0.157546
-2.600000	0.001161	0.160776	0.031217	0.074244	0.107218	0.129391	0.143720	0.152673	0.157919	0.160560	0.161340
-2.550000	0.001501	0.164303	0.035091	0.080084	0.113392	0.135271	0.149128	0.157597	0.162406	0.164671	0.165133
-2.500000	0.001933	0.167819	0.039357	0.086258	0.119792	0.141297	0.154625	0.162574	0.166920	0.168792	0.168925
-2.450000	0.002475	0.171322	0.044041	0.092771	0.126415	0.147462	0.160208	0.167600	0.171460	0.172921	0.172711
-2.400000	0.003154	0.174809	0.049171	0.099629	0.133259	0.153763	0.165872	0.172671	0.176021	0.177054	0.176491
-2.350000	0.004000	0.178278	0.054774	0.106838	0.140322	0.160195	0.171611	0.177783	0.180598	0.181188	0.180261
-2.300000	0.005047	0.181728	0.060877	0.114399	0.147598	0.166751	0.177421	0.182930	0.185189	0.185320	0.184018
-2.250000	0.006336	0.185155	0.067507	0.122316	0.155083	0.173426	0.183294	0.188108	0.189788	0.189447	0.187759
-2.200000	0.007914	0.188557	0.074690	0.130589	0.162770	0.180212	0.189225	0.193310	0.194392	0.193564	0.191482
-2.150000	0.009836	0.191933	0.082449	0.139217	0.170653	0.187102	0.195207	0.198532	0.198995	0.197669	0.195184
-2.100000	0.012165	0.195279	0.090809	0.148197	0.178723	0.194087	0.201233	0.203768	0.203594	0.201757	0.198862
-2.050000	0.014969	0.198593	0.099789	0.157524	0.186972	0.201160	0.207296	0.209012	0.208184	0.205825	0.202512
-2.000000	0.018328	0.201872	0.109409	0.167192	0.195389	0.208311	0.213389	0.214258	0.212759	0.209868	0.206132
-1.950000	0.022330	0.205114	0.119684	0.177194	0.203962	0.215529	0.219502	0.219500	0.217315	0.213883	0.209718
-1.900000	0.027069	0.208317	0.130627	0.187517	0.212681	0.222806	0.225629	0.224730	0.221846	0.217866	0.213267
-1.850000	0.032650	0.211477	0.142248	0.198151	0.221532	0.230129	0.231761	0.229943	0.226349	0.221813	0.216776
-1.800000	0.039185	0.214593	0.154551	0.209080	0.230500	0.237488	0.237888	0.235132	0.230816	0.225720	0.220241
-1.750000	0.046795	0.217661	0.167538	0.220288	0.239571	0.244872	0.244003	0.240290	0.235243	0.229582	0.223660
-1.700000	0.055603	0.220680	0.181204	0.231755	0.248729	0.252267	0.250096	0.245410	0.239626	0.233395	0.227030
-1.650000	0.065739	0.223645	0.195540	0.243462	0.257955	0.259661	0.256157	0.250486	0.243957	0.237156	0.230346
-1.600000	0.077337	0.226556	0.210532	0.255384	0.267234	0.267042	0.262177	0.255509	0.248232	0.240859	0.233606
-1.550000	0.090526	0.229408	0.226159	0.267496	0.276545	0.274396	0.268147	0.260473	0.252446	0.244502	0.236806
-1.500000	0.105436	0.232200	0.242395	0.279771	0.285870	0.281709	0.274057	0.265371	0.256593	0.248079	0.239943
-1.450000	0.122190	0.234930	0.259207	0.292179	0.295188	0.288967	0.279897	0.270195	0.260668	0.251587	0.243014
-1.400000	0.140900	0.237593	0.276556	0.304690	0.304479	0.296158	0.285656	0.274939	0.264665	0.255021	0.246015
-1.350000	0.161664	0.240189	0.294396	0.317269	0.313721	0.303265	0.291326	0.279594	0.268579	0.258378	0.248944
-1.300000	0.184563	0.242715	0.312677	0.329882	0.322893	0.310276	0.296896	0.284155	0.272404	0.261652	0.251798
-1.250000	0.209656	0.245167	0.331338	0.342492	0.331971	0.317175	0.302357	0.288613	0.276136	0.264841	0.254573
-1.200000	0.236972	0.247544	0.350317	0.355061	0.340934	0.323947	0.307697	0.292962	0.279769	0.267941	0.257265
