0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.012500	0.048975	0.000000	0.001864	0.000083	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.025000	0.097100	0.000000	0.003725	0.000165	0.000007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.037500	0.143975	0.000000	0.005580	0.000248	0.000011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.050000	0.189600	0.000000	0.007426	0.000330	0.000015	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000
0.062500	0.233975	0.000000	0.009259	0.000411	0.000018	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000
0.075000	0.277100	0.000000	0.011078	0.000492	0.000022	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000
0.087500	0.318975	0.000000	0.012879	0.000572	0.000025	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000
0.100000	0.359600	0.000000	0.014659	0.000651	0.000029	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000
0.112500	0.398975	0.000000	0.016415	0.000729	0.000032	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000
0.125000	0.437100	0.000000	0.018144	0.000806	0.000036	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000
0.137500	0.473975	0.000000	0.019845	0.000881	0.000039	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000
0.150000	0.509600	0.000000	0.021512	0.000955	0.000042	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000
0.162500	0.543975	0.000000	0.023145	0.001028	0.000046	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000
0.175000	0.577100	0.000000	0.024741	0.001098	0.000049	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000
0.187500	0.608975	0.000000	0.026296	0.001168	0.000052	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000
0.200000	0.639600	0.000000	0.027809	0.001235	0.000055	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000
0.212500	0.668975	0.000000	0.029276	0.001300	0.000058	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000
0.225000	0.697100	0.000000	0.030697	0.001363	0.000061	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000
0.237500	0.723975	0.000000	0.032067	0.001424	0.000063	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000
